일자,WAR,WPA,Y_SCORE,SCORE,전일비,,등락률,OPS,Woba,Wrct
2018-12-07,"1,595,000","1,613,000",5,2,▲,"10,000",0.63,"163,060","260,562",0
2018-12-06,"1,583,000","1,588,000",1,5,▼,"-33,000",-2.04,"375,803","592,549",0
2018-12-05,"1,641,000","1,641,000",3,1,▼,"-25,000",-1.52,"410,644","666,142",0.01
2018-12-04,"1,647,000","1,671,000",10,3,▲,"5,000",0.3,"156,992","258,951",0.01
2018-12-03,"1,602,000","1,640,000",5,10,▲,"28,000",1.74,"178,515","290,419",0.01
2018-12-02,"1,606,000","1,623,000",2,5,▼,"-27,000",-1.65,"241,160","388,695",0.01
2018-12-01,"1,630,000","1,659,000",1,2,▼,"-14,000",-0.85,"283,476","464,313",0
2018-11-30,"1,680,000","1,682,000",3,1,▼,"-34,000",-2.02,"318,771","529,009",0
2018-11-29,"1,665,000","1,694,000",0,3,▲,"22,000",1.32,"230,914","388,317",0
2018-11-28,"1,674,000","1,692,000",7,0,▼,"-10,000",-0.6,"252,244","421,724",0
2018-11-27,"1,638,000","1,675,000",4,7,▲,"35,000",2.13,"336,103","557,650",0
2018-11-26,"1,567,000","1,644,000",5,4,▲,"74,000",4.73,"366,541","589,635",0
2018-11-25,"1,569,000","1,570,000",6,5,▼,"-2,000",-0.13,"148,929","232,971",0
2018-11-24,"1,545,000","1,576,000",0,6,▲,"23,000",1.49,"216,862","339,489",0
2018-11-23,"1,559,000","1,570,000",5,0,▼,"-14,000",-0.9,"209,497","325,885",0
2018-11-22,"1,541,000","1,559,000",1,5,▲,"18,000",1.17,"210,672","325,317",0
2018-11-21,"1,567,000","1,570,000",3,1,▼,"-26,000",-1.66,"246,807","381,460",0
2018-11-20,"1,574,000","1,579,000",3,3,▼,"-2,000",-0.13,"180,464","283,111",0
2018-11-19,"1,566,000","1,575,000",3,3,▲,"8,000",0.51,"222,503","348,270",0
2018-11-18,"1,529,000","1,564,000",2,3,▲,"44,000",2.9,"139,177","216,094",0
2018-11-17,"1,519,000","1,533,000",4,2, ,0,0,"140,199","213,777",0
2018-11-16,"1,548,000","1,548,000",1,4,▼,"-31,000",-2,"150,098","230,013",0
2018-11-15,"1,568,000","1,568,000",6,1,▼,"-20,000",-1.28,"166,316","258,846",0
2018-11-14,"1,569,000","1,580,000",0,6,▲,"29,000",1.88,"230,308","361,997",0
2018-11-13,"1,520,000","1,557,000",1,0,▲,"32,000",2.12,"299,712","462,215",0
2018-11-12,"1,533,000","1,536,000",5,1,▼,"-20,000",-1.31,"190,074","286,914",0
2018-11-11,"1,512,000","1,529,000",10,5,▼,"-3,000",-0.2,"126,701","192,781",0
2018-11-10,"1,500,000","1,531,000",5,10,▲,"28,000",1.86,"144,570","219,487",0
2018-11-09,"1,500,000","1,523,000",6,5,▼,"-14,000",-0.92,"154,650","232,504",0
2018-11-08,"1,506,000","1,528,000",2,6,▼,"-27,000",-1.75,"171,703","260,490",0
2018-11-07,"1,540,000","1,547,000",10,2,▲,"3,000",0.19,"170,894","263,610",0
2018-11-06,"1,533,000","1,542,000",1,10,▲,"7,000",0.46,"155,463","238,852",0
2018-11-05,"1,528,000","1,540,000",4,1, ,0,0,"202,445","310,089",0
2018-11-04,"1,518,000","1,533,000",2,4,▲,"15,000",0.99,"231,344","352,419",0
2018-11-03,"1,500,000","1,522,000",6,2,▲,"18,000",1.2,"232,463","351,348",0
2018-11-02,"1,481,000","1,500,000",3,6,▲,"19,000",1.28,"248,605","371,205",0
2018-11-01,"1,496,000","1,496,000",6,3,▲,"17,000",1.16,"200,198","296,194",0
2018-10-31,"1,499,000","1,505,000",4,6,▼,"-25,000",-1.68,"220,494","326,831",0
2018-10-30,"1,460,000","1,500,000",6,4,▲,"29,000",1.99,"281,136","419,271",0
2018-10-29,"1,450,000","1,475,000",3,6,▲,"10,000",0.69,"269,963","395,069",0
2018-10-28,"1,421,000","1,450,000",1,3,▲,"29,000",2.04,"229,904","330,718",0
2018-10-27,"1,447,000","1,452,000",0,1,▼,"-48,000",-3.27,"334,983","478,419",0
2018-10-26,"1,466,000","1,475,000",12,0,▲,"3,000",0.2,"157,407","231,323",0
2018-10-25,"1,464,000","1,474,000",2,12, ,0,0,"159,900","234,220",0
2018-10-24,"1,427,000","1,479,000",5,2,▲,"41,000",2.88,"287,872","420,644",0
2018-10-23,"1,408,000","1,445,000",1,5,▲,"29,000",2.08,"273,434","388,564",0
2018-10-22,"1,408,000","1,412,000",3,1,▼,"-3,000",-0.21,"210,541","295,399",0
2018-10-21,"1,390,000","1,404,000",10,3,▲,"1,000",0.07,"214,379","298,662",0
2018-10-20,"1,400,000","1,405,000",5,10,▼,"-2,000",-0.14,"236,780","330,275",0
2018-10-19,"1,445,000","1,445,000",2,5,▼,"-30,000",-2.1,"411,052","578,388",0
2018-10-18,"1,444,000","1,445,000",1,2,▼,"-15,000",-1.04,"225,126","322,801",0
2018-10-17,"1,446,000","1,450,000",3,1,▼,"-3,000",-0.21,"178,965","258,245",0
2018-10-16,"1,432,000","1,449,000",0,3,▲,"17,000",1.19,"200,411","288,622",0
2018-10-15,"1,427,000","1,448,000",7,0,▲,"5,000",0.35,"270,316","387,586",0
2018-10-14,"1,410,000","1,435,000",4,7,▲,"17,000",1.21,"328,394","468,749",0
2018-10-13,"1,413,000","1,417,000",5,4,▼,"-4,000",-0.28,"292,431","410,427",0
2018-10-12,"1,385,000","1,416,000",6,5,▲,"33,000",2.39,"306,689","430,467",0
2018-10-11,"1,371,000","1,386,000",0,6,▲,"9,000",0.66,"245,461","338,153",0
2018-10-10,"1,396,000","1,396,000",5,0,▼,"-35,000",-2.49,"304,966","420,332",0
2018-10-09,"1,424,000","1,425,000",1,5,▼,"-24,000",-1.68,"289,681","408,712",0
2018-10-08,"1,408,000","1,430,000",3,1,▲,"24,000",1.71,"515,375","733,404",0
2018-10-07,"1,419,000","1,419,000",3,3,▲,"8,000",0.57,"376,162","526,797",0
2018-10-06,"1,386,000","1,402,000",3,3,▲,"21,000",1.53,"462,843","646,493",0
2018-10-05,"1,370,000","1,379,000",2,3,▲,"12,000",0.88,"341,324","468,150",0
2018-10-04,"1,350,000","1,372,000",4,2,▲,"32,000",2.4,"476,139","647,072",0
2018-10-03,"1,298,000","1,341,000",1,4,▲,"41,000",3.17,"470,080","623,229",0
2018-10-02,"1,280,000","1,300,000",6,1,▲,"12,000",0.94,"1,250,554","1,613,084",0
2018-10-01,"1,297,000","1,297,000",0,6,▼,"-2,000",-0.16,"206,307","264,809",0
2018-09-30,"1,300,000","1,301,000",1,0,▼,"-14,000",-1.08,"274,891","353,854",0
2018-09-29,"1,299,000","1,303,000",5,1,▲,"1,000",0.08,"253,073","328,766",0
2018-09-28,"1,283,000","1,298,000",10,5,▲,"24,000",1.89,"237,255","306,329",0
2018-09-27,"1,286,000","1,289,000",5,10,▼,"-15,000",-1.17,"208,692","266,272",0
2018-09-26,"1,269,000","1,286,000",6,5,▲,"17,000",1.34,"162,251","207,325",0
2018-09-25,"1,270,000","1,280,000",2,6,▼,"-1,000",-0.08,"159,211","202,842",0
2018-09-24,"1,268,000","1,277,000",10,2,▲,"2,000",0.16,"200,249","254,192",0
2018-09-23,"1,264,000","1,271,000",1,10,▲,"4,000",0.32,"183,392","231,709",0
2018-09-22,"1,249,000","1,265,000",4,1,▲,"16,000",1.28,"183,671","231,113",0
2018-09-21,"1,253,000","1,263,000",2,4,▼,"-5,000",-0.4,"234,403","293,615",0
2018-09-20,"1,281,000","1,281,000",6,2,▼,"-28,000",-2.19,"245,698","309,439",0
2018-09-19,"1,292,000","1,292,000",3,6,▼,"-11,000",-0.85,"152,302","195,458",0
2018-09-18,"1,296,000","1,299,000",6,3,▼,"-4,000",-0.31,"176,688","228,342",0
2018-09-17,"1,299,000","1,300,000",4,6,▼,"-3,000",-0.23,"171,191","221,835",0.01
2018-09-16,"1,290,000","1,300,000",6,4,▲,"9,000",0.7,"312,894","405,390",0.01
2018-09-15,"1,272,000","1,290,000",3,6,▲,"29,000",2.3,"294,055","375,425",0.01
2018-09-14,"1,267,000","1,270,000",1,3,▲,"11,000",0.88,"158,066","199,739",0.01
2018-09-13,"1,247,000","1,262,000",0,1,▲,"5,000",0.4,"140,552","175,668",0
2018-09-12,"1,260,000","1,267,000",12,0,▼,"-20,000",-1.58,"325,078","406,396",0
2018-09-11,"1,300,000","1,300,000",2,12,▼,"-35,000",-2.69,"293,069","373,376",0
2018-09-10,"1,294,000","1,300,000",5,2,▲,"4,000",0.31,"165,946","215,120",0
2018-09-09,"1,285,000","1,305,000",1,5,▲,"15,000",1.17,"166,901","216,519",0
2018-09-08,"1,285,000","1,285,000",3,1,▲,"1,000",0.08,"91,957","117,549",0
2018-09-07,"1,294,000","1,294,000",10,3,▼,"-14,000",-1.08,"114,830","147,451",0
2018-09-06,"1,300,000","1,301,000",5,10,▼,"-5,000",-0.38,"145,089","188,157",0
2018-09-05,"1,282,000","1,300,000",2,5,▲,"11,000",0.85,"171,972","222,506",0
2018-09-04,"1,294,000","1,296,000",1,2,▼,"-11,000",-0.85,"144,766","186,508",0
2018-09-03,"1,295,000","1,305,000",3,1,▼,"-1,000",-0.08,"128,474","166,639",0
2018-09-02,"1,309,000","1,310,000",0,3, ,0,0,"136,599","177,242",0
2018-09-01,"1,300,000","1,302,000",7,0,▲,"25,000",1.96,"335,327","435,441",0
2018-08-31,"1,270,000","1,281,000",4,7,▲,"9,000",0.71,"134,054","170,954",0.01
2018-08-30,"1,246,000","1,271,000",5,4,▲,"20,000",1.61,"120,693","151,918",0.01
2018-08-29,"1,269,000","1,269,000",6,5,▼,"-23,000",-1.81,"251,868","315,017",0
2018-08-28,"1,300,000","1,300,000",0,6,▼,"-16,000",-1.25,"258,795","329,571",0
2018-08-27,"1,269,000","1,291,000",5,0,▲,"25,000",1.98,"184,234","236,264",0
2018-08-26,"1,299,000","1,299,000",1,5,▼,"-45,000",-3.45,"236,319","301,472",0
2018-08-25,"1,279,000","1,305,000",3,1,▲,"26,000",2.03,"188,046","243,653",0
2018-08-24,"1,299,000","1,309,000",3,3,▼,"-33,000",-2.52,"271,156","349,861",0
2018-08-23,"1,306,000","1,314,000",3,3,▲,"4,000",0.31,"382,615","500,181",0
2018-08-22,"1,310,000","1,321,000",2,3,▲,"18,000",1.4,"267,605","350,605",0
2018-08-21,"1,294,000","1,300,000",4,2,▼,"-4,000",-0.31,"172,454","222,854",0
2018-08-20,"1,288,000","1,300,000",1,4,▲,"6,000",0.47,"121,218","156,896",0
2018-08-19,"1,283,000","1,290,000",6,1,▲,"6,000",0.47,"143,446","184,539",0
2018-08-18,"1,279,000","1,290,000",0,6,▲,"3,000",0.23,"218,795","280,495",0
2018-08-17,"1,269,000","1,279,000",1,0,▲,"10,000",0.79,"197,418","251,145",0
2018-08-16,"1,267,000","1,279,000",5,1,▲,"2,000",0.16,"202,872","257,254",0
2018-08-15,"1,274,000","1,279,000",10,5,▼,"-6,000",-0.47,"181,170","229,721",0
2018-08-14,"1,278,000","1,278,000",5,10,▲,"10,000",0.79,"225,314","286,244",0.01
2018-08-13,"1,265,000","1,296,000",6,5,▲,"7,000",0.56,"246,869","315,157",0
2018-08-12,"1,256,000","1,263,000",2,6,▲,"3,000",0.24,"146,856","184,670",0.01
2018-08-11,"1,255,000","1,264,000",10,2,▼,"-2,000",-0.16,"172,808","217,076",0.01
2018-08-10,"1,267,000","1,273,000",1,10,▲,"6,000",0.48,"217,154","274,199",0.01
2018-08-09,"1,225,000","1,253,000",4,1,▲,"24,000",1.96,"267,225","331,888",0.01
2018-08-08,"1,208,000","1,236,000",2,4,▲,"31,000",2.6,"283,540","346,840",0.01
2018-08-07,"1,188,000","1,199,000",6,2,▲,"2,000",0.17,"183,380","217,551",0.01
2018-08-06,"1,223,000","1,224,000",3,6,▼,"-31,000",-2.53,"216,202","259,516",0.01
2018-08-05,"1,220,000","1,231,000",6,3,▲,"8,000",0.66,"131,376","160,439",0.01
2018-08-04,"1,220,000","1,228,000",4,6,▼,"-5,000",-0.41,"201,490","245,612",0.01
2018-08-03,"1,213,000","1,220,000",6,4,▲,"23,000",1.92,"218,991","265,285",0.02
2018-08-02,"1,200,000","1,207,000",3,6,▲,"19,000",1.61,"236,372","283,853",0.02
2018-08-01,"1,179,000","1,194,000",1,3,▲,"6,000",0.51,"288,680","341,731",0.02
2018-07-31,"1,180,000","1,187,000",0,1,▼,"-7,000",-0.59,"177,344","208,864",0.02
2018-07-30,"1,172,000","1,187,000",12,0,▲,"7,000",0.6,"133,635","157,669",0.02
2018-07-29,"1,178,000","1,179,000",2,12,▼,"-9,000",-0.76,"140,484","164,927",0.02
2018-07-28,"1,179,000","1,189,000",5,2,▲,"6,000",0.51,"147,674","174,272",0.02
2018-07-27,"1,190,000","1,192,000",1,5,▼,"-15,000",-1.26,"174,899","206,059",0.02
2018-07-26,"1,187,000","1,195,000",3,1,▲,"3,000",0.25,"176,852","209,456",0.02
2018-07-25,"1,203,000","1,203,000",10,3,▲,"2,000",0.17,"222,481","264,666",0.02
2018-07-24,"1,179,000","1,201,000",5,10,▲,"17,000",1.46,"246,062","291,221",0.02
2018-07-23,"1,158,000","1,179,000",2,5,▲,"14,000",1.21,"180,401","211,309",0.02
2018-07-22,"1,154,000","1,160,000",1,2,▲,"24,000",2.12,"183,146","210,957",0.02
2018-07-21,"1,130,000","1,151,000",3,1, ,0,0,"256,232","292,031",0.02
2018-07-20,"1,118,000","1,137,000",0,3,▼,"-34,000",-2.92,"305,262","344,361",0.02
2018-07-19,"1,156,000","1,169,000",7,0,▲,"8,000",0.69,"188,094","218,895",0.02
2018-07-18,"1,150,000","1,161,000",4,7,▲,"10,000",0.87,"247,959","286,553",0.02
2018-07-17,"1,150,000","1,152,000",5,4,▼,"-10,000",-0.87,"174,507","200,071",0.02
2018-07-16,"1,161,000","1,166,000",6,5,▼,"-7,000",-0.6,"166,348","192,886",0.02
2018-07-15,"1,152,000","1,163,000",0,6,▲,"13,000",1.13,"259,979","300,759",0.02
2018-07-14,"1,140,000","1,150,000",5,0,▲,"5,000",0.44,"436,983","496,469",0.02
2018-07-13,"1,164,000","1,168,000",1,5,▼,"-30,000",-2.55,"315,912","362,256",0.02
2018-07-12,"1,126,000","1,175,000",3,1,▲,"38,000",3.34,"276,237","318,786",0.02
2018-07-11,"1,155,000","1,157,000",3,3,▼,"-25,000",-2.15,"152,399","174,094",0.02
2018-07-10,"1,172,000","1,176,000",3,3,▼,"-6,000",-0.51,"159,913","186,209",0.02
2018-07-09,"1,145,000","1,168,000",2,3,▲,"37,000",3.27,"147,528","170,995",0.02
2018-07-08,"1,133,000","1,155,000",4,2,▼,"-7,000",-0.62,"190,352","217,068",0.02
2018-07-07,"1,160,000","1,160,000",1,4,▼,"-33,000",-2.82,"167,052","191,107",0.02
2018-07-06,"1,128,000","1,171,000",6,1,▲,"45,000",4,"207,242","238,812",0.02
2018-07-05,"1,088,000","1,133,000",0,6,▼,"-6,000",-0.53,"320,214","357,082",0.02
2018-07-04,"1,140,000","1,152,000",1,0,▼,"-6,000",-0.53,"209,464","238,139",0.02
2018-07-03,"1,131,000","1,142,000",5,1,▼,"-10,000",-0.87,"209,022","237,187",0.02
2018-07-02,"1,153,000","1,159,000",10,5,▲,"2,000",0.17,"143,316","165,119",0.02
2018-07-01,"1,148,000","1,166,000",5,10,▼,"-6,000",-0.52,"206,283","237,948",0.02
2018-06-30,"1,156,000","1,166,000",6,5,▼,"-19,000",-1.62,"241,277","278,631",0.02
2018-06-29,"1,163,000","1,186,000",2,6,▲,"8,000",0.69,"257,763","301,861",0.02
2018-06-28,"1,166,000","1,183,000",10,2,▼,"-12,000",-1.02,"282,388","329,336",0.02
2018-06-27,"1,208,000","1,208,000",1,10,▼,"-33,000",-2.73,"366,752","433,569",0.02
2018-06-26,"1,202,000","1,218,000",4,1,▲,"3,000",0.25,"216,002","260,737",0.01
2018-06-25,"1,260,000","1,260,000",2,4,▼,"-55,000",-4.37,"306,939","375,331",0.01
2018-06-24,"1,260,000","1,272,000",6,2,▲,"6,000",0.48,"203,958","257,149",0
2018-06-23,"1,265,000","1,266,000",3,6,▼,"-12,000",-0.95,"232,944","291,929",0
2018-06-22,"1,285,000","1,289,000",6,3,▼,"-19,000",-1.48,"227,230","289,386",0.01
2018-06-21,"1,295,000","1,300,000",4,6,▼,"-10,000",-0.77,"156,151","202,301",0.01
2018-06-20,"1,292,000","1,299,000",6,4,▲,"3,000",0.23,"207,148","268,005",0.01
2018-06-19,"1,280,000","1,292,000",3,6,▲,"12,000",0.94,"206,192","263,854",0.01
2018-06-18,"1,278,000","1,285,000",1,3,▲,"2,000",0.16,"160,466","204,489",0
2018-06-17,"1,265,000","1,288,000",0,1,▼,"-12,000",-0.93,"168,369","215,064",0
2018-06-16,"1,301,000","1,308,000",12,0,▼,"-9,000",-0.69,"174,677","225,424",0
2018-06-15,"1,278,000","1,310,000",2,12,▲,"22,000",1.72,"207,962","270,166",0
2018-06-14,"1,261,000","1,280,000",5,2,▲,"16,000",1.27,"175,494","223,089",0.01
2018-06-13,"1,273,000","1,273,000",1,5,▼,"-23,000",-1.79,"222,801","281,972",0.01
2018-06-12,"1,283,000","1,295,000",3,1,▲,"1,000",0.08,"206,729","265,731",0.01
2018-06-11,"1,263,000","1,293,000",10,3,▲,"20,000",1.58,"303,867","389,146",0.01
2018-06-10,"1,262,000","1,275,000",5,10,▲,"1,000",0.08,"181,812","230,276",0.01
2018-06-09,"1,262,000","1,272,000",2,5, ,0,0,"138,322","174,914",0.01
2018-06-08,"1,269,000","1,275,000",1,2,▼,"-7,000",-0.55,"196,107","248,641",0
2018-06-07,"1,275,000","1,280,000",3,1,▼,"-21,000",-1.63,"192,711","245,142",0
2018-06-06,"1,295,000","1,297,000",0,3,▼,"-10,000",-0.77,"166,695","215,155",0
2018-06-05,"1,321,000","1,322,000",7,0,▼,"-21,000",-1.59,"229,628","300,784",0.01
2018-06-04,"1,294,000","1,322,000",4,7,▲,"37,000",2.88,"252,113","330,169",0
2018-06-03,"1,325,000","1,325,000",5,4,▼,"-43,000",-3.24,"534,006","688,592",0
2018-06-02,"1,345,000","1,349,000",6,5,▼,"-8,000",-0.6,"169,854","227,251",0
2018-06-01,"1,299,000","1,340,000",0,6,▲,"36,000",2.77,"185,800","246,735",0
2018-05-31,"1,300,000","1,310,000",5,0, ,0,0,"142,627","186,008",0
2018-05-30,"1,282,000","1,305,000",1,5,▲,"17,000",1.33,"159,560","206,163",0
2018-05-29,"1,285,000","1,302,000",3,1,▼,"-3,000",-0.23,"198,820","256,507",0
2018-05-28,"1,289,000","1,296,000",3,3,▼,"-4,000",-0.31,"168,720","217,411",0
2018-05-27,"1,290,000","1,290,000",3,3,▲,"8,000",0.62,"192,850","247,670",0
2018-05-26,"1,272,000","1,290,000",2,3,▲,"11,000",0.87,"167,735","214,991",0.01
2018-05-25,"1,275,000","1,290,000",4,2,▲,"7,000",0.55,"186,184","237,976",0
2018-05-24,"1,291,000","1,291,000",1,4,▼,"-37,000",-2.85,"275,705","350,628",0
2018-05-23,"1,317,000","1,317,000",6,1,▼,"-17,000",-1.29,"177,677","232,616",0
2018-05-22,"1,333,000","1,334,000",0,6,▼,"-16,000",-1.2,"157,417","208,970",0.01
2018-05-21,"1,321,000","1,345,000",1,0,▲,"12,000",0.91,"140,449","186,950",0
2018-05-20,"1,336,000","1,341,000",5,1,▼,"-23,000",-1.71,"197,551","262,593",0.01
2018-05-19,"1,338,000","1,344,000",10,5,▲,"6,000",0.45,"185,661","247,965",0.01
2018-05-18,"1,343,000","1,348,000",5,10,▼,"-4,000",-0.3,"164,322","220,139",0.01
2018-05-17,"1,330,000","1,354,000",6,5,▲,"12,000",0.9,"173,042","232,025",0.01
2018-05-16,"1,352,000","1,361,000",2,6,▼,"-22,000",-1.63,"281,070","376,504",0.01
2018-05-15,"1,381,000","1,381,000",10,2,▼,"-31,000",-2.24,"301,840","412,698",0.01
2018-05-14,"1,385,000","1,393,000",1,10,▲,"11,000",0.8,"386,546","534,842",0.02
2018-05-13,"1,345,000","1,390,000",4,1,▲,"47,000",3.55,"509,385","696,485",0.02
2018-05-12,"1,330,000","1,392,000",2,4,▲,"17,000",1.3,"630,471","851,291",0.01
2018-05-11,"1,294,000","1,308,000",6,2,▲,"10,000",0.77,"271,303","352,959",0.01
2018-05-10,"1,282,000","1,299,000",3,6,▲,"6,000",0.46,"132,241","171,108",0.01
2018-05-09,"1,298,000","1,298,000",6,3,▲,"3,000",0.23,"152,165","195,789",0.02
2018-05-08,"1,300,000","1,300,000",4,6,▲,"9,000",0.7,"263,071","339,561",0.02
2018-05-07,"1,280,000","1,295,000",6,4,▲,"10,000",0.79,"230,673","295,541",0.02
2018-05-06,"1,265,000","1,282,000",3,6,▲,"4,000",0.32,"139,567","177,599",0.02
2018-05-05,"1,260,000","1,273,000",1,3,▲,"10,000",0.8,"150,347","190,408",0.02
2018-05-04,"1,257,000","1,265,000",0,1,▼,"-9,000",-0.71,"117,070","147,113",0.02
2018-05-03,"1,265,000","1,269,000",12,0,▼,"-4,000",-0.32,"143,968","181,976",0.02
2018-05-02,"1,244,000","1,282,000",2,12,▲,"15,000",1.2,"248,503","316,552",0.02
2018-05-01,"1,248,000","1,260,000",5,2,▲,"2,000",0.16,"175,051","218,549",0.02
2018-04-30,"1,260,000","1,272,000",1,5,▼,"-8,000",-0.63,"198,000","248,520",0.02
2018-04-29,"1,260,000","1,263,000",3,1,▼,"-10,000",-0.79,"378,974","476,484",0.03
2018-04-28,"1,250,000","1,279,000",10,3,▲,"19,000",1.52,"570,677","720,360",0.05
2018-04-27,"1,198,000","1,252,000",5,10,▲,"100,000",8.69,"799,502","975,338",0.04
2018-04-26,"1,130,000","1,155,000",2,5,▲,"36,000",3.23,"382,987","438,863",0.04
2018-04-25,"1,119,000","1,131,000",1,2,▼,"-4,000",-0.36,"241,935","271,768",0.04
2018-04-24,"1,112,000","1,133,000",3,1,▼,"-15,000",-1.32,"274,302","307,616",0.04
2018-04-23,"1,140,000","1,145,000",0,3, ,0,0,"241,041","273,837",0.04
2018-04-22,"1,100,000","1,134,000",7,0,▲,"22,000",1.98,"458,936","513,150",0.04
2018-04-21,"1,120,000","1,125,000",4,7,▼,"-14,000",-1.24,"209,160","233,005",0.04
2018-04-20,"1,126,000","1,135,000",5,4,▼,"-5,000",-0.44,"132,721","149,901",0.04
2018-04-19,"1,144,000","1,144,000",6,5,▼,"-14,000",-1.22,"197,649","224,129",0.03
2018-04-18,"1,143,000","1,150,000",0,6,▼,"-5,000",-0.43,"250,675","285,925",0.03
2018-04-17,"1,163,000","1,173,000",5,0,▼,"-40,000",-3.36,"205,359","237,871",0.03
2018-04-16,"1,145,000","1,192,000",1,5,▲,"33,000",2.85,"436,270","511,386",0.03
2018-04-15,"1,153,000","1,157,000",3,1,▲,"5,000",0.43,"273,960","315,682",0.04
2018-04-14,"1,121,000","1,157,000",3,3,▲,"29,000",2.58,"343,763","393,730",0.04
2018-04-13,"1,114,000","1,128,000",3,3,▼,"-1,000",-0.09,"232,956","261,232",0.04
2018-04-12,"1,120,000","1,124,000",2,3,▲,"9,000",0.81,"167,073","186,737",0.04
2018-04-11,"1,126,000","1,133,000",4,2,▼,"-19,000",-1.68,"204,167","229,170",0.04
2018-04-10,"1,130,000","1,139,000",1,4,▼,"-13,000",-1.13,"362,568","409,926",0.04
2018-04-09,"1,146,000","1,147,000",6,1,▲,"16,000",1.41,"259,376","291,481",0.04
2018-04-08,"1,113,000","1,136,000",0,6,▲,"19,000",1.71,"182,330","205,218",0.04
2018-04-07,"1,129,000","1,129,000",1,0,▼,"-17,000",-1.51,"191,805","213,584",0.04
2018-04-06,"1,144,000","1,144,000",5,1,▲,"7,000",0.62,"251,734","284,639",0.04
2018-04-05,"1,102,000","1,123,000",10,5,▲,"32,000",2.94,"305,142","339,788",0.05
2018-04-04,"1,069,000","1,095,000",5,10,▲,"5,000",0.46,"312,683","339,068",0.05
2018-04-03,"1,089,000","1,098,000",6,5,▼,"-4,000",-0.37,"240,372","261,756",0.07
2018-04-02,"1,071,000","1,089,000",2,6,▲,"8,000",0.74,"408,309","438,213",0.06
2018-04-01,"1,086,000","1,086,000",10,2,▲,"14,000",1.31,"462,223","499,056",0.04
2018-03-31,"1,082,000","1,086,000",1,10, ,0,0,"495,388","530,987",0.06
2018-03-30,"1,068,000","1,074,000",4,1,▼,"-12,000",-1.11,"558,952","593,539",0.04
2018-03-29,"1,079,000","1,107,000",2,4, ,0,0,"392,519","426,736",0.04
2018-03-28,"1,088,000","1,115,000",6,2,▼,"-22,000",-2,"448,592","482,172",0.03
2018-03-27,"1,099,000","1,128,000",3,6,▼,"-38,000",-3.34,"408,851","453,472",0.03
2018-03-26,"1,163,000","1,171,000",6,3,▼,"-15,000",-1.3,"216,119","248,647",0.04
2018-03-25,"1,169,000","1,176,000",4,6,▲,"23,000",2.03,"401,415","466,219",0.04
2018-03-24,"1,118,000","1,141,000",6,4,▲,"27,000",2.45,"231,672","261,492",0.04
2018-03-23,"1,140,000","1,141,000",3,6,▼,"-36,000",-3.16,"227,217","253,207",0.04
2018-03-22,"1,153,000","1,153,000",1,3,▼,"-14,000",-1.21,"150,411","171,862",0.04
2018-03-21,"1,150,000","1,164,000",0,1,▼,"-3,000",-0.26,"223,080","256,686",0.04
2018-03-20,"1,151,000","1,179,000",12,0,▲,"16,000",1.4,"233,286","271,022",0.04
2018-03-19,"1,140,000","1,142,000",2,12,▲,"5,000",0.44,"114,450","130,195",0.04
2018-03-18,"1,120,000","1,137,000",5,2,▲,"21,000",1.88,"275,742","311,291",0.04
2018-03-17,"1,155,000","1,156,000",1,5,▼,"-44,000",-3.8,"403,981","454,967",0.04
2018-03-16,"1,182,000","1,182,000",3,1,▼,"-23,000",-1.95,"256,050","298,657",0.04
2018-03-15,"1,175,000","1,187,000",10,3,▲,"7,000",0.6,"256,887","302,812",0.04
2018-03-14,"1,184,000","1,184,000",5,10,▼,"-10,000",-0.84,"196,891","230,803",0.02
2018-03-13,"1,220,000","1,222,000",2,5,▼,"-30,000",-2.47,"391,589","466,130",0.03
2018-03-12,"1,258,000","1,260,000",1,2,▼,"-48,000",-3.8,"308,392","378,456",0.02
2018-03-11,"1,250,000","1,275,000",3,1,▲,"33,000",2.68,"274,689","346,130",0.02
2018-03-10,"1,224,000","1,251,000",0,3, ,0,0,"267,627","331,096",0.02
2018-03-09,"1,229,000","1,247,000",7,0,▲,"1,000",0.08,"243,040","300,313",0.02
2018-03-08,"1,227,000","1,238,000",4,7,▼,"-5,000",-0.41,"196,584","241,384",0.02
2018-03-07,"1,244,000","1,253,000",5,4,▼,"-19,000",-1.52,"208,965","259,447",0.02
2018-03-06,"1,244,000","1,260,000",6,5,▼,"-10,000",-0.79,"268,323","333,813",0.02
2018-03-05,"1,275,000","1,277,000",0,6,▼,"-12,000",-0.94,"194,055","244,129",0.02
2018-03-04,"1,291,000","1,304,000",5,0,▼,"-30,000",-2.3,"128,928","165,366",0.02
2018-03-03,"1,300,000","1,311,000",1,5,▲,"23,000",1.79,"297,233","385,562",0.02
2018-03-02,"1,223,000","1,287,000",3,1,▲,"47,000",3.81,"223,469","280,658",0.02
2018-03-01,"1,225,000","1,238,000",3,3,▲,"10,000",0.82,"167,413","205,959",0.02
2018-02-28,"1,265,000","1,270,000",3,3,▼,"-41,000",-3.24,"399,794","493,159",0.02
2018-02-27,"1,250,000","1,272,000",2,3,▲,"7,000",0.56,"153,441","194,047",0.02
2018-02-26,"1,257,000","1,266,000",4,2,▼,"-6,000",-0.47,"191,468","240,821",0.02
2018-02-25,"1,230,000","1,265,000",1,4,▲,"26,000",2.1,"280,610","349,833",0.02
